Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Central carbon metabolism in cancer,-0.35364837691181533,-1.372921974177263,6.276151e-02,2.477580e-01,9.920000e-01,10/69,9.07%,KRAS;PTEN;SLC16A3;HK2;IDH1;SLC7A5;PDGFRA;PIK3R3;HK1;PDHA2
prerank,Fatty acid biosynthesis,-0.4700231191562215,-1.3637385267096962,1.124031e-01,2.578938e-01,9.920000e-01,3/17,9.37%,ACSL3;OXSM;ACSL6
prerank,Human papillomavirus infection,-0.2762934749872498,-1.3636193216914638,4.608295e-03,2.524494e-01,9.920000e-01,35/325,7.09%,KRAS;CDK4;CCND1;ATP6V1A;PTEN;CDC42;PPP2R1A;ATP6V1E1;FADD;ATP6AP1;CREBBP;TUBG1;CSNK1A1;ATP6V1G1;ATP6V1B2;TSC1;RPS6KB1;PPP2R5E;TSC2;IFNA8;GSK3B;ATP6V0B;ITGA1;PPP2R5C;ITGA6;PARD6B;PALS1;VTN;STAT1;CREB3;PIK3R3;TCIRG1;ATP6V1C1;PARD3;ITGA10
prerank,Huntington disease,0.28777465274994074,1.356791583049315,7.220217e-03,3.684153e-01,1.000000e+00,59/279,10.94%,PSMB5;POLR2L;PSMD11;PSMB4;NDUFA6;POLR2F;PSMA3;UQCR10;PSMA4;PSMD14;COX7C;ATP5F1A;RCOR1;PSMD1;ATP5PB;POLR2H;NDUFB4;COX6B2;NDUFB11;COX7B;SDHD;HDAC1;NDUFA4;ATP5F1E;SOD2;MAPK9;PSMA5;PPIF;TUBB4A;AP2A2;HDAC2;CYC1;PSMC1;PSMA2;UQCRFS1;SIN3A;NDUFB10;ATG2B;COX6A2;UQCRC1;TUBB;NDUFB8;TAF4B;DNAI2;COX5B;PSMA1;MAP3K10;COX6C;WIPI2;ACTR1B;PSMB2;NDUFB7;PSMD13;SP1;TAF4;ULK1;PSMD6;NDUFA12;NDUFA8
prerank,PD-L1 expression and PD-1 checkpoint pathway in cancer,-0.3382697421439991,-1.3520126009349875,5.882353e-02,2.656306e-01,9.940000e-01,9/89,7.18%,KRAS;PTEN;CSNK2A1;RPS6KB1;CSNK2B;NFKBIE;STAT1;PIK3R3;NFKBIB
prerank,Hedgehog signaling pathway,-0.36098911378700127,-1.3473435103016973,1.020408e-01,2.674414e-01,9.940000e-01,13/54,15.54%,CCND1;CUL3;CSNK1A1;SPOPL;SMURF2;GSK3B;FBXW11;PTCH1;PRKACA;BTRC;SMO;PRKACB;PTCH2
prerank,Kaposi sarcoma-associated herpesvirus infection,-0.29628111864792067,-1.345162737326307,3.686636e-02,2.653620e-01,9.940000e-01,39/190,17.38%,KRAS;CDK4;CCND1;FADD;RPS27A;CREBBP;CALM2;MAP2K4;IFNA8;GSK3B;IL6ST;GNG3;STAT1;PIK3C3;GNB4;PIK3R3;GNG13;CD200R1;IFNAR2;PLCG2;CCR5;CDKN1A;IFNA5;ATG3;CD200R1L;BAX;MAP2K2;CD86;MAPK12;CASP3;GNG2;PPP3CB;E2F1;IL6;TBK1;ITPR2;RCAN1;ZFP36;CALML6
prerank,Ubiquitin mediated proteolysis,-0.3064418543113219,-1.3406110933649822,2.092050e-02,2.678938e-01,9.940000e-01,48/139,20.08%,DDB1;UBE2D3;PRPF19;ANAPC13;RPS27A;CUL3;BRCA1;UBE2L3;PIAS3;ITCH;SOCS3;UBE2D1;SMURF2;CDC23;UBE4B;FBXW11;UBE2F;FBXW7;UBE2O;TRIM32;MDM2;HERC2;UBE2S;UBE2I;UBE2B;UBE2D4;STUB1;UBE3B;BTRC;UBR5;TRIP12;MAP3K1;CUL5;COP1;ANAPC1;HUWE1;HERC1;FANCL;UBE3A;BIRC7;RNF7;KLHL9;UBE2E3;UBE2U;UBB;TRAF6;CUL2;HERC4
prerank,Thermogenesis,0.29393206368145697,1.3383723496465467,3.731343e-02,4.007933e-01,1.000000e+00,48/215,10.94%,GRB2;SMARCD1;MLST8;SOS1;NDUFA6;SMARCA4;UQCR10;COA3;RPS6;ATP5MF;COX7C;ATP5F1A;ARID1A;ATP5ME;ATP5PB;NDUFB4;COX6B2;NDUFB11;COX7B;SDHD;NDUFA4;ATP5F1E;COX10;ADRB3;KDM1A;CYC1;RPTOR;UQCRFS1;FRS2;NDUFB10;COX6A2;UQCRC1;MAPK14;NDUFB8;COX5B;GCG;ARID1B;COX6C;NDUFAF6;NDUFB7;FGFR1;SIRT6;SMARCC1;ATP5MG;ACTL6B;NDUFA12;SMARCB1;NDUFA8
prerank,Proteasome,0.38116330372062934,1.3357418594669892,8.064516e-02,3.894895e-01,1.000000e+00,17/46,14.17%,PSMB5;PSMD11;PSMB4;PSMA3;PSMA4;PSMD14;PSMD1;PSMA5;PSMC1;PSMA2;PSMA1;PSMB2;PSMD13;PSMD6;PSMB1;PSME4;PSMB10
prerank,Vasopressin-regulated water reabsorption,-0.37216549967202944,-1.333081271869495,7.200000e-02,2.763074e-01,9.940000e-01,18/44,22.65%,DYNLL1;DCTN6;RAB11A;DCTN5;DYNC2LI1;RAB5B;CREB3;PRKACA;AQP2;PRKACB;RAB5A;DYNC1LI1;PRKACG;DCTN4;AVPR2;CREB3L2;CREB3L3;RAB5C
prerank,Non-homologous end-joining,-0.5218731480144035,-1.3305794215616789,1.299213e-01,2.754407e-01,9.940000e-01,7/12,20.03%,FEN1;XRCC4;MRE11;LIG4;NHEJ1;XRCC5;POLL
prerank,Cardiac muscle contraction,0.3372775644564998,1.3255995052550975,7.936508e-02,3.986846e-01,1.000000e+00,23/81,16.16%,ATP2A2;ASPH;UQCR10;ATP1A1;COX7C;COX6B2;COX7B;CYC1;SLC9A1;UQCRFS1;COX6A2;UQCRC1;CACNG8;COX5B;COX6C;SLC9A6;TNNI3;CACNA1S;MYH6;COX8C;UQCRB;CACNA2D4;TRDN
prerank,Acute myeloid leukemia,-0.3411411820118816,-1.3239618047789887,6.910569e-02,2.817986e-01,9.940000e-01,4/67,2.97%,KRAS;CCND1;IL3;RPS6KB1
prerank,Herpes simplex virus 1 infection,-0.26486734286768904,-1.3188201380202682,4.975124e-03,2.866514e-01,9.960000e-01,193/476,31.32%,SRSF2;SRSF7;FADD;ZNF716;ZNF45;PPP1CC;SRSF5;TSC1;SRPK1;TAP2;SOCS3;ZNF585A;ZNF285;TSC2;IFNA8;ZNF559;ZNF334;ZNF112;ZNF81;EIF2B1;ZNF343;ZNF383;HCFC1;DAXX;HLA-DMA;ZNF684;ZNF235;ZNF680;ZNF677;ZNF600;STAT1;ZNF77;EIF2AK4;PIK3R3;ZNF429;ZNF283;ZNF613;ZNF605;IFNAR2;ZNF490;ZNF555;ZNF181;ZNF267;ZNF189;ZNF14;ZNF418;ZNF571;ZFP69B;BCL2L1;ZNF254;ZNF404;ZNF442;ZNF470;ZNF529;ZNF736;ZNF200;ZNF484;ZNF256;ZNF91;ZNF875;ZFP30;ZNF234;ZNF93;EIF2S1;ZNF570;ZNF540;SRSF6;CALR;ZNF223;IFNA5;ZNF627;ZNF99;ZNF780B;POU2F1;ZNF107;ZNF382;ZNF562;ZNF419;BAX;IRAK1;ZNF829;ZNF816;ZFP82;ZNF560;ZNF10;CASP3;ZNF596;ZNF689;ZNF230;ZNF780A;ZNF2;ZNF568;ZNF506;ZNF461;ZNF726;IL6;TBK1;ZNF566;ZNF514;SRSF1;NFKBIA;ZNF670;ZNF224;MAP3K7;ZNF205;STAT2;ZNF101;ZFP69;ZNF669;ZNF567;ZNF433;ZNF527;ZNF233;TRAF6;ZNF180;HLA-DOB;OAS2;ZNF589;ZNF175;ZNF790;ZNF85;ZNF814;ZNF90;ZNF585B;TRAF5;ZNF347;ZNF337;ZNF253;ZNF114;HLA-DQA2;ZNF286A;PIK3R1;ZNF675;IL12A;ZNF793;TLR2;ZNF841;ZNF426;RHEB;ZFP92;ZNF714;B2M;ZNF160;ZNF436;ZNF641;ZNF777;ZNF564;TYK2;ZNF486;ZNF432;ZNF557;CASP8;ZNF682;ZNF195;IFNGR2;IFNAR1;ZFP1;ZNF25;HLA-DMB;ZNF510;NXF1;TNF;ZNF782;RBAK;ZNF616;ZNF57;RELA;ZNF37A;ZNF155;ZNF879;ZNF853;NXF3;TLR3;ZNF182;TP53;CGAS;ZNF836;TNFRSF1A;ZNF534;ZNF619;ZNF582;IFNA1;ZNF43;ZNF211;ZNF620;ZNF136;ZNF227;ZNF552;ZNF891;ZNF749;CCL5;ZNF546;JAK2
prerank,Fc epsilon RI signaling pathway,-0.34519408107132316,-1.3184324066354864,7.017544e-02,2.819162e-01,9.960000e-01,7/65,7.50%,KRAS;IL3;PRKCA;MAP2K4;RAC3;PIK3R3;PLA2G4D
prerank,Citrate cycle (TCA cycle),0.401250144502472,1.317543703343087,1.176471e-01,4.022668e-01,1.000000e+00,8/30,11.87%,ACO2;ACLY;IDH3B;SDHD;PDHB;DLAT;SUCLG2;ACO1
prerank,T cell receptor signaling pathway,-0.32487476087677547,-1.3171933235382363,5.371901e-02,2.792756e-01,9.960000e-01,8/100,7.18%,KRAS;CDK4;CDC42;PTPRC;GSK3B;NFKBIE;PIK3R3;NFKBIB
prerank,Cholinergic synapse,-0.3209358378333327,-1.3169798132634898,5.769231e-02,2.747490e-01,9.960000e-01,19/110,15.67%,KRAS;ATF4;GNAI1;PRKCA;CHRNA7;GNG3;GNB4;CREB3;PIK3R3;GNG13;PRKACA;CHRNA6;CAMK2D;PRKCB;PRKACB;CHRM2;GNG2;ADCY5;KCNJ4
prerank,ECM-receptor interaction,0.32823020831173627,1.3091124130550875,8.108108e-02,4.090819e-01,1.000000e+00,33/87,28.63%,ITGB7;ITGB1;LAMB1;SDC1;COMP;ITGB8;GP5;ITGA7;GP6;TNR;ITGB4;LAMC3;FN1;ITGB5;LAMA5;GP9;LAMB2;CD44;COL6A1;DMP1;IBSP;THBS2;COL4A2;LAMA3;LAMA1;COL9A1;ITGA8;SDC4;COL1A2;SV2B;COL1A1;HMMR;THBS1
prerank,alpha-Linolenic acid metabolism,-0.42969957104327305,-1.303494860287002,1.373391e-01,2.928678e-01,9.980000e-01,9/22,25.70%,ACOX1;ACAA1;PLA2G4D;PLA2G12B;PLA2G1B;PLA2G4E;PLA2G12A;PLA2G2F;PLA2G2D
prerank,Nicotinate and nicotinamide metabolism,0.3981365365025455,1.3032543438775561,1.089494e-01,4.082032e-01,1.000000e+00,14/34,25.77%,NAMPT;NADK2;SIRT7;SIRT6;NNMT;SIRT3;NNT;SIRT1;NMNAT3;NMNAT1;PNP;QPRT;NT5C;NT5C1B
prerank,Amino sugar and nucleotide sugar metabolism,0.3631133538395597,1.3007215852421898,1.024735e-01,3.993257e-01,1.000000e+00,18/48,21.72%,PMM2;PGM3;GMPPB;UGP2;CYB5R3;MPI;HEXA;GMDS;UAP1;GNPDA1;UXS1;CYB5RL;PGM1;NPL;GMPPA;CMAS;UGDH;GFPT2
prerank,Renal cell carcinoma,-0.3312324682048837,-1.2982383742680101,9.051724e-02,2.966224e-01,9.980000e-01,5/68,1.14%,KRAS;CDC42;EGLN1;CREBBP;RAP1B
prerank,RNA polymerase,-0.4068806314654371,-1.2976530891138722,1.570248e-01,2.927313e-01,9.980000e-01,8/27,8.45%,POLR1C;POLR3H;POLR1A;POLR2E;POLR3E;POLR1B;POLR1D;POLR3C
prerank,Parkinson disease,0.2789296062560443,1.2960081996886834,4.316547e-02,3.980594e-01,1.000000e+00,47/230,11.93%,PSMB5;PSMD11;PSMB4;NDUFA6;PSMA3;UQCR10;PSMA4;PSMD14;COX7C;ATP5F1A;DRD2;PSMD1;TXN;ATP5PB;NDUFB4;COX6B2;NDUFB11;COX7B;SDHD;NDUFA4;ATP5F1E;MAPK9;PSMA5;PPIF;TUBB4A;CYC1;PSMC1;PSMA2;UQCRFS1;NDUFB10;COX6A2;UQCRC1;TUBB;NDUFB8;CALML4;SNCAIP;COX5B;PSMA1;COX6C;PSMB2;NDUFB7;PSMD13;PSMD6;NDUFA12;NDUFA8;GNAI3;GNAI2
prerank,RNA transport,-0.29691688548750433,-1.2941648964303771,4.128440e-02,2.945147e-01,9.980000e-01,47/154,14.82%,RBM8A;KPNB1;EIF1AY;DDX19A;NUP43;EIF1AX;EIF4A1;PNN;FUS;NMD3;TACC3;NUP93;NUP160;THOC1;EEF1A1;RAN;GEMIN6;NUP62;RANGAP1;EIF2B1;RNPS1;NUP188;SUMO1;EIF3I;NUP153;DDX19B;EIF4E1B;EIF4G3;NUP210L;CLNS1A;FXR1;UBE2I;PABPC1;TARDBP;NUP35;EIF2S1;NUP58;EIF3D;EIF2S3;PRMT5;UPF3B;EIF4EBP3;PYM1;NUP98;UPF2;NUP50;RAE1
prerank,Hepatitis C,-0.2909250453868727,-1.2895637411272878,4.273504e-02,2.975080e-01,9.980000e-01,14/152,6.57%,KRAS;CDK4;CCND1;CFLAR;PPP2R1A;FADD;SOCS3;CLDN5;IFNA8;GSK3B;STAT1;EIF2AK4;OCLN;PIK3R3
prerank,Gap junction,-0.3227974484886986,-1.2843042527568045,8.860759e-02,3.014446e-01,1.000000e+00,17/87,15.23%,KRAS;TUBA1B;GNAI1;PRKCA;TUBA1A;PDGFRA;HTR2B;TUBB4B;PRKACA;TUBB3;GRM5;GJD2;PRKCB;MAP2K2;PRKACB;TUBB2A;ADCY5
prerank,Necroptosis,-0.2932437882250903,-1.2839733761506162,4.672897e-02,2.971101e-01,1.000000e+00,27/147,14.08%,TRPM7;CHMP6;CFLAR;DNM1L;FADD;CHMP5;CHMP1A;VPS4B;VDAC2;TNFAIP3;H2AC12;IFNA8;PYGL;STAT1;CHMP3;PLA2G4D;H2AC21;IFNAR2;GLUL;STAT4;CAMK2D;VDAC3;IFNA5;CHMP4A;STAT5A;BAX;CAPN1
prerank,Taste transduction,-0.3181835105941428,-1.2823107306732582,6.637168e-02,2.951675e-01,1.000000e+00,33/84,28.36%,HTR1F;TAS2R42;PKD2L1;GNAT3;TAS2R1;GNG13;PRKACA;HTR1B;TAS2R39;TAS2R7;GABRA2;TAS2R41;PRKACB;TAS2R10;SCNN1B;P2RX3;TAS2R16;PRKACG;TAS2R30;ASIC2;PDE1B;TAS2R5;TAS2R4;TAS2R40;SCN3A;TAS2R13;TAS2R3;TAS1R3;GNB3;TAS2R46;SCN2A;TAS1R2;GRM1
prerank,Chemokine signaling pathway,-0.283093134376027,-1.276528381394509,5.069124e-02,3.018151e-01,1.000000e+00,31/187,15.23%,KRAS;CDC42;FOXO3;RAP1B;CCL4;CCL21;GNAI1;GSK3B;RAC3;GNG3;STAT1;GNB4;PIK3R3;GNG13;PARD3;NFKBIB;PF4;CCL14;PRKACA;PLCG2;CCR5;CRKL;RAC2;PRKCB;PF4V1;CCL18;GRK6;PRKACB;GNG2;CX3CR1;ADCY5
prerank,Sphingolipid signaling pathway,-0.29861290335307855,-1.2744378790156148,6.410256e-02,3.011887e-01,1.000000e+00,21/117,14.65%,KRAS;PTEN;PPP2R1A;GNAI1;PRKCA;PPP2R5E;ADORA3;PPP2R5C;RAC3;PIK3R3;NOS3;DEGS1;SGPP2;SGPP1;RAC2;PRKCB;PPP2R5D;BAX;MAP2K2;MAPK12;CERS5
prerank,Hepatocellular carcinoma,0.28626562211894296,1.270981690500562,5.035971e-02,4.538052e-01,1.000000e+00,40/164,14.51%,MYC;GRB2;EGFR;SMARCD1;CDK6;GAB1;ARID2;SOS1;SMARCA4;TXNRD1;IGF1R;CDKN2A;E2F3;ARID1A;GSTM4;IGF2;WNT7A;PIK3R2;WNT1;BRD7;TGFA;ARID1B;AKT1;SMARCC1;ACTL6B;WNT10A;KEAP1;SMARCB1;GADD45G;WNT4;LRP6;MAPK3;SMAD2;FRAT1;CSNK1A1L;SHC2;TGFBR2;GSTM1;AKT3;PIK3CA
prerank,Apoptosis,-0.290225374058729,-1.2695065334437983,6.422018e-02,3.062778e-01,1.000000e+00,12/138,5.49%,KRAS;ATF4;CFLAR;FADD;TUBA1B;IL3;ACTG1;LMNA;TUBA1A;CASP7;CTSL;DAXX
prerank,Diabetic cardiomyopathy,0.28075343487816856,1.2635189040357433,6.439394e-02,4.585618e-01,1.000000e+00,43/185,14.51%,ATP2A2;NDUFA6;UQCR10;RAC1;COX7C;ATP5F1A;ATP5PB;NDUFB4;COX6B2;NDUFB11;COX7B;SDHD;NDUFA4;ATP5F1E;ACE;MAPK9;PPIF;CTSD;PIK3R2;PDHB;CYC1;UQCRFS1;NDUFB10;COX6A2;UQCRC1;MAPK14;NDUFB8;INSR;SLC2A1;COX5B;COX6C;AKT1;NDUFB7;SP1;NDUFA12;NDUFA8;PRKCD;PPP1CB;SMAD2;TNNI3;TGFBR2;AKT3;PIK3CA
prerank,Epithelial cell signaling in Helicobacter pylori infection,-0.31856073779983823,-1.260694094194608,8.558559e-02,3.193712e-01,1.000000e+00,15/69,11.27%,ATP6V1A;CDC42;ATP6V1E1;ATP6AP1;PTPRZ1;ATP6V1G1;ATP6V1B2;MAP2K4;ATP6V0B;TCIRG1;ATP6V1C1;ATP6V1B1;PLCG2;JAM2;ATP6V1D
prerank,Human immunodeficiency virus 1 infection,-0.27333602269268886,-1.2557411358583692,4.867257e-02,3.255069e-01,1.000000e+00,39/208,14.76%,KRAS;DDB1;FADD;CFL1;CCNB1;CALM2;GNAI1;PRKCA;RPS6KB1;TAP2;IFNA8;FBXW11;WEE1;RAC3;GNG3;APOBEC3B;GNB4;PIK3R3;GNG13;BCL2L1;CDC25C;PLCG2;PAK6;CCR5;CRKL;RAC2;BTRC;CALR;IFNA5;PRKCB;BAX;AP1S3;IRAK1;CUL5;MAP2K2;MAPK12;CASP3;GNG2;PPP3CB
prerank,Vitamin digestion and absorption,0.402839033989794,1.2556094668974844,1.411765e-01,4.667637e-01,1.000000e+00,7/23,17.45%,PLB1;APOA4;SLC5A6;ABCC1;LRAT;SLC52A3;LMBRD1
prerank,"Neomycin, kanamycin and gentamicin biosynthesis",-0.6396144410414738,-1.2492234261005948,2.115385e-01,3.335304e-01,1.000000e+00,2/5,7.86%,HK2;HK1
prerank,Legionellosis,0.3532484731413401,1.2473055472594268,1.716418e-01,4.758977e-01,1.000000e+00,12/53,15.11%,ARF1;VCP;RAB1A;EEF1A2;CD14;CXCL3;RAB1B;CR1;ITGB2;HSPA6;SAR1B;HSPA8
prerank,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,-0.38223113874123005,-1.2323061770991874,2.051282e-01,3.628675e-01,1.000000e+00,9/26,17.85%,PIGW;PIGH;PGAP1;PIGF;PIGC;PIGV;PIGS;PIGT;PIGB
prerank,PPAR signaling pathway,-0.3137476489627997,-1.2315254360726657,1.435185e-01,3.598335e-01,1.000000e+00,23/73,27.49%,ACSL3;ACOX1;GK;ACAA1;SCP2;ACSL6;ME1;PPARA;GK2;CPT1B;FABP7;FABP4;FABP1;CPT1A;SCD5;SLC27A6;DBI;PLIN5;SLC27A1;ACADL;FABP3;ACADM;APOA2
prerank,Choline metabolism in cancer,-0.30301892669741964,-1.231501550497274,1.250000e-01,3.549396e-01,1.000000e+00,11/96,7.50%,KRAS;PRKCA;TSC1;PIP5K1A;RPS6KB1;TSC2;PDGFRA;RAC3;PIP5K1B;PIK3R3;PLA2G4D
prerank,Prion disease,0.2665167114586492,1.230931363517655,5.054152e-02,5.101458e-01,1.000000e+00,62/250,16.91%,PSMB5;PSMD11;PSMB4;NDUFA6;PSMA3;UQCR10;PSMA4;RAC1;PSMD14;COX7C;ATP5F1A;PSMD1;ATP5PB;NDUFB4;COX6B2;NDUFB11;COX7B;SDHD;NDUFA4;ATP5F1E;MAPK9;PSMA5;PPIF;NOTCH1;PIK3R2;TUBB4A;CYC1;PSMC1;PSMA2;UQCRFS1;NDUFB10;COX6A2;UQCRC1;TUBB;MAPK14;NDUFB8;COX5B;PSMA1;COX6C;PSMB2;NDUFB7;PSMD13;PSMD6;NDUFA12;NDUFA8;PRKCD;C8B;HSPA6;MAPK3;CACNA1S;PSMB1;PRNP;CAV1;PIK3CA;HSPA8;COX8C;ATF6B;UQCRB;CREB5;KLC1;C1QA;CYBB
prerank,Chronic myeloid leukemia,-0.3169498352258938,-1.2302894784621672,1.441048e-01,3.526872e-01,1.000000e+00,3/76,0.08%,KRAS;CDK4;CCND1
prerank,Synaptic vesicle cycle,-0.3047897826138196,-1.229364827894457,1.026786e-01,3.498072e-01,1.000000e+00,23/78,20.56%,ATP6V1A;ATP6V1E1;NAPA;ATP6V1G1;ATP6V1B2;STX3;ATP6V0B;AP2B1;TCIRG1;ATP6V1C1;ATP6V1B1;SLC17A6;SLC6A12;ATP6V1D;SLC6A5;UNC13B;SLC6A4;RIMS1;CLTCL1;SLC32A1;ATP6V0D2;SYT1;SLC6A2
prerank,Notch signaling pathway,0.34428095909112033,1.2290927358973958,1.768953e-01,5.017206e-01,1.000000e+00,19/57,22.64%,HDAC1;KAT2B;DLL1;NOTCH1;KAT2A;HDAC2;DTX1;HES5;HES1;HEY2;MAML2;RBPJL;EP300;PSEN2;NUMB;NOTCH3;NCOR2;NOTCH4;APH1B
prerank,Small cell lung cancer,0.30253633219792,1.225000859849526,1.155235e-01,5.001253e-01,1.000000e+00,23/92,16.48%,MYC;SKP2;CKS1B;CDK6;BCL2;E2F3;ITGB1;PTK2;PIK3R2;LAMB1;CDKN2B;AKT1;LAMC3;CCNE1;RXRA;FN1;GADD45G;AKT3;PIK3CA;LAMA5;LAMB2;CCNE2;GADD45A
prerank,"Growth hormone synthesis, secretion and action",-0.2881024262701123,-1.221897327914002,1.200000e-01,3.612210e-01,1.000000e+00,21/118,14.34%,KRAS;ATF4;CREBBP;GNAI1;PRKCA;MAP2K4;SOCS3;GSK3B;STAT1;CREB3;PIK3R3;PRKACA;PLCG2;CRKL;PRKCB;MAP3K1;ATF2;STAT5A;MAP2K2;MAPK12;PRKACB
prerank,Salivary secretion,0.3008408186627751,1.2207023520060913,1.301115e-01,4.989915e-01,1.000000e+00,28/86,25.29%,PRH2;ATP1A1;ADRA1D;ADRB3;AMY2A;KCNMA1;SLC9A1;CALML4;TRPV6;ATP2B1;AQP5;BEST2;HTN3;ADCY9;ADCY7;ATP2B4;ADRA1B;CST3;MUC5B;CALML5;NOS1;HTN1;CALML3;PRKCG;ATP1A2;PRKG2;SLC4A2;GNAS
prerank,Insulin resistance,-0.2909440719988631,-1.2202389165095475,1.046025e-01,3.597786e-01,1.000000e+00,18/107,7.84%,PTEN;OGA;PRKAG2;PPP1CC;PRKAG1;SLC27A3;RPS6KB1;RPS6KA3;SOCS3;SREBF1;PTPA;GSK3B;PTPN1;PYGL;CREB3;PIK3R3;NOS3;MLX
prerank,Breast cancer,-0.27836840044513544,-1.2200967356795136,1.101322e-01,3.553314e-01,1.000000e+00,9/146,3.63%,KRAS;CDK4;CCND1;PTEN;BRCA1;BRCA2;CSNK1A1;RPS6KB1;FGF3
prerank,Porphyrin and chlorophyll metabolism,0.34970949011731783,1.219578926852587,1.654676e-01,4.888102e-01,1.000000e+00,17/40,21.20%,EARS2;UROS;HMBS;ALAD;CPOX;COX10;UGT2B17;FECH;UGT1A1;ALAS1;HCCS;COX15;CP;BLVRA;GUSB;UGT1A8;BLVRB
prerank,Selenocompound metabolism,-0.4343893173099751,-1.219229009887394,2.448980e-01,3.522373e-01,1.000000e+00,4/16,6.11%,SEPHS2;SEPSECS;MARS1;PSTK
prerank,Dopaminergic synapse,-0.28171108274185563,-1.2163840202535,1.223629e-01,3.539593e-01,1.000000e+00,25/127,15.23%,ATF4;PPP2R1A;PPP1CC;CALM2;GNAI1;PRKCA;DDC;PPP2R5E;GSK3B;PPP2R5C;GNG3;GNB4;CREB3;GNG13;PRKACA;COMT;CAMK2D;PRKCB;ATF2;PPP2R5D;MAPK12;PRKACB;GNG2;PPP3CB;ADCY5
prerank,Proteoglycans in cancer,0.27297179497074264,1.2126391421337281,1.003717e-01,4.960002e-01,1.000000e+00,46/201,15.73%,MYC;GRB2;PTPN11;EGFR;GAB1;SOS1;IGF1R;RAC1;RPS6;RHOA;ROCK2;FGF2;IGF2;WNT7A;ITGB1;PTK2;PXN;PIK3R2;TWIST2;WNT1;SLC9A1;FRS2;ERBB3;PPP1R12B;MAPK14;SDC1;ANK3;ERBB2;AKT1;FGFR1;ESR1;WNT10A;FN1;ITGB5;PPP1CB;WNT4;MAPK3;SMAD2;ANK2;CAV1;AKT3;PIK3CA;FLNA;CD44;GPC1;FZD1
prerank,Human cytomegalovirus infection,-0.2633510439452705,-1.211218329485815,8.181818e-02,3.594276e-01,1.000000e+00,49/221,17.38%,KRAS;CDK4;CCND1;ATF4;FADD;CCL4;CALM2;GNAI1;PRKCA;TSC1;RPS6KB1;TAP2;TSC2;IFNA8;GSK3B;PDGFRA;RAC3;GNG3;GNB4;CREB3;PIK3R3;GNG13;MDM2;PRKACA;CCR5;CRKL;RAC2;CDKN1A;CALR;IL6R;IFNA5;PRKCB;ATF2;BAX;MAP2K2;MAPK12;PRKACB;CASP3;GNG2;PPP3CB;IL10RB;ADCY5;CXCR2;E2F1;IL6;TBK1;AKAP13;ITPR2;CALML6
prerank,FoxO signaling pathway,-0.2810299108716923,-1.2093734881993528,1.283186e-01,3.587869e-01,1.000000e+00,8/127,2.32%,KRAS;CCND1;PTEN;FOXO3;CREBBP;PRKAG2;CCNB1;PRKAG1
prerank,AMPK signaling pathway,-0.2798269376041239,-1.2059177658906937,1.148936e-01,3.612999e-01,1.000000e+00,18/118,6.83%,CCND1;PPP2R1A;FOXO3;PRKAG2;ELAVL1;PRKAG1;TSC1;RPS6KB1;SREBF1;PPP2R5E;TSC2;LEP;PPP2R5C;LEPR;STK11;CREB3;PIK3R3;EEF2
prerank,Rheumatoid arthritis,-0.2958073239814199,-1.1984702930097597,1.282051e-01,3.725645e-01,1.000000e+00,12/89,8.99%,ATP6V1A;ATP6V1E1;ATP6AP1;ATP6V1G1;ATP6V1B2;ATP6V0B;CTSL;HLA-DMA;TCIRG1;ATP6V1C1;ATP6V1B1;TNFSF13
prerank,B cell receptor signaling pathway,-0.30719200070012864,-1.1956762176086573,1.900826e-01,3.740067e-01,1.000000e+00,13/77,14.76%,KRAS;GSK3B;CR2;NFKBIE;RAC3;PIK3R3;NFKBIB;PLCG2;RAC2;CD19;PRKCB;MAP2K2;PPP3CB
prerank,Pathways of neurodegeneration,-0.23923048043832454,-1.1921527743824718,5.022831e-02,3.774546e-01,1.000000e+00,90/448,17.17%,KRAS;COX7A2;ACTR1A;ATF4;DCTN6;SOD1;FADD;PSMC2;TUBA1B;RPS27A;UBE2L3;PSMB6;DCTN5;CCS;AMBRA1;FUS;CSNK2A1;CSNK1A1;PIK3R4;CALM2;PRKCA;VDAC2;NDUFS5;PSMC3;PSMD2;CHRNA7;UQCR11;NDUFB1;DKK1;ATG2A;TUBA1A;UQCRQ;NDUFA3;CASP7;CSNK2B;GSK3B;TOMM40;ACTR10;DAXX;PIK3C3;TANK;TUBB4B;FRAT2;KLC3;COX7B2;NDUFS4;TUBB3;ATG13;BCL2L1;DLG4;RYR1;GPR37;GPX8;TARDBP;WNT8A;FZD3;EIF2S1;NDUFA5;GRM5;CAMK2D;ATP2A3;HAP1;VDAC3;PRKCB;PSMB7;DDIT3;BAX;MAP2K2;MAPK12;CAPN1;CASP3;HTRA2;NOS2;TUBB2A;IFT57;ULK2;PPP3CB;PSMD4;MFN2;SDHC;DKK4;WNT2B;DNAH5;IL6;TBK1;ATXN2L;SQSTM1;ITPR2;RAB5A;ATP5MC2
